"","POINT_X","POINT_Y","_RUN1","_RUN2","_RUN3","_Full"
"131",-4.61195,55.49088,FALSE,TRUE,TRUE,TRUE
"132",-2.68054,53.62936,TRUE,TRUE,TRUE,TRUE
"133",-87.95806,40.03472,TRUE,TRUE,FALSE,TRUE
"134",-0.92013,51.4685,TRUE,FALSE,FALSE,TRUE
"135",5.20457,52.15054,TRUE,TRUE,TRUE,TRUE
"136",5.78148,51.29611,TRUE,TRUE,TRUE,TRUE
"137",5.56947,52.06066,FALSE,TRUE,FALSE,TRUE
"138",5.49668,52.10569,TRUE,FALSE,FALSE,TRUE
"139",6.51605,52.01044,TRUE,FALSE,TRUE,TRUE
"140",-99,19.617,TRUE,TRUE,TRUE,TRUE
"141",-108.3,28.333,FALSE,TRUE,TRUE,TRUE
"142",-9.09426,52.95158,TRUE,TRUE,TRUE,TRUE
"143",8.25,49.55003,TRUE,TRUE,TRUE,TRUE
"144",15.67142,69.1585,FALSE,TRUE,TRUE,TRUE
"145",8.58333,47.95002,TRUE,TRUE,TRUE,TRUE
"146",6.37239,52.10162,FALSE,FALSE,TRUE,TRUE
"147",6.29942,52.10221,FALSE,TRUE,TRUE,TRUE
"148",5.13202,52.06052,TRUE,TRUE,TRUE,TRUE
"149",5.35086,51.92597,TRUE,TRUE,TRUE,TRUE
"150",4.985,52.19493,TRUE,TRUE,TRUE,TRUE
"151",6.61607,52.99814,TRUE,TRUE,TRUE,TRUE
"152",6.51267,51.87564,TRUE,TRUE,TRUE,TRUE
"153",5.56966,52.1056,FALSE,TRUE,TRUE,TRUE
"154",6.5476,53.22349,TRUE,FALSE,TRUE,TRUE
"155",5.92014,50.89106,TRUE,FALSE,TRUE,TRUE
"156",13.4728,55.7085,TRUE,FALSE,TRUE,TRUE
"157",12.9818,55.7291,TRUE,FALSE,TRUE,TRUE
"158",-0.20053,51.45967,TRUE,TRUE,TRUE,TRUE
"159",-0.34442,51.46179,TRUE,TRUE,TRUE,TRUE
"160",-9.76458,54.25084,TRUE,TRUE,TRUE,TRUE
"161",14.2852,53.14963,TRUE,TRUE,FALSE,TRUE
"162",-9.69554,54.23847,TRUE,TRUE,TRUE,TRUE
"163",13.2586,55.7764,TRUE,TRUE,TRUE,TRUE
"164",10.25,54.45003,FALSE,TRUE,TRUE,TRUE
"165",6.3087,52.55154,FALSE,TRUE,TRUE,TRUE
"166",5.574,53.1391,TRUE,FALSE,TRUE,TRUE
"167",5.35118,51.52149,TRUE,TRUE,FALSE,TRUE
"168",5.35125,51.4316,TRUE,TRUE,TRUE,TRUE
"169",4.83031,52.86836,FALSE,TRUE,TRUE,TRUE
"170",9.08333,48.55003,TRUE,TRUE,TRUE,TRUE
"171",8.75,50.15003,TRUE,TRUE,TRUE,TRUE
"172",14.0853,55.3851,TRUE,TRUE,TRUE,TRUE
"173",-91.187,32.408,TRUE,TRUE,TRUE,TRUE
"174",6.84244,53.08547,TRUE,TRUE,TRUE,TRUE
"175",4.6847,52.68785,FALSE,TRUE,TRUE,TRUE
"176",4.90604,52.73389,TRUE,TRUE,FALSE,TRUE
"177",6.68918,52.95243,TRUE,TRUE,TRUE,TRUE
"178",5.13177,52.10546,TRUE,TRUE,TRUE,TRUE
"179",6.89218,52.3658,TRUE,TRUE,TRUE,TRUE
"180",6.0709,51.47455,FALSE,TRUE,TRUE,TRUE
"181",6.00691,52.05917,TRUE,TRUE,FALSE,TRUE
"182",14.26657,53.05338,TRUE,TRUE,FALSE,TRUE
"183",11.08333,52.15003,FALSE,TRUE,TRUE,TRUE
"184",-8.37401,53.1849,TRUE,FALSE,TRUE,TRUE
"185",-3.20152,55.96219,TRUE,TRUE,FALSE,TRUE
"186",-6.38264,53.05344,TRUE,FALSE,TRUE,TRUE
"187",6.36943,51.96681,FALSE,TRUE,TRUE,TRUE
"188",6.3906,52.91037,TRUE,TRUE,TRUE,TRUE
"189",3.4767,51.55082,TRUE,TRUE,TRUE,TRUE
"190",6.67854,52.59303,TRUE,FALSE,TRUE,TRUE
"191",5.64315,52.19534,TRUE,TRUE,FALSE,TRUE
"192",6.6681,52.23361,TRUE,TRUE,TRUE,TRUE
